,INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG,ALL,Youth(<15-34),Adult(35-64),Elderly(65-80+),Gender,Ethnicity,Race,Age Group,any_opioid,natural_semisynthetic_opioids,methadone,other_synthetic_opioids,heroin
3318,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: White,5.7,2017,19,All ages,1,1.1,,1,0,0,0,Female,Hispanic or Latino,White,,0,0,1,0,0
3319,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: White,5.7,2018,20,All ages,1,1.0,,1,0,0,0,Female,Hispanic or Latino,White,,0,0,1,0,0
3320,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,1999,1,All ages,1,0.2,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3321,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2000,2,All ages,1,0.2,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3322,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2001,3,All ages,1,0.2,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3323,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2002,4,All ages,1,0.3,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3324,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2003,5,All ages,1,0.3,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3325,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2004,6,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3326,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2005,7,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3327,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2006,8,All ages,1,0.7,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3328,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2007,9,All ages,1,0.7,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3329,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2008,10,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3330,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2009,11,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3331,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2010,12,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3332,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2011,13,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3333,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2012,14,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3334,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2013,15,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3335,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2014,16,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3336,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2015,17,All ages,1,0.5,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3337,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2016,18,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3338,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2017,19,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3339,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Black,5.8,2018,20,All ages,1,0.6,,1,0,0,0,Female,Hispanic or Latino,Black,,0,0,1,0,0
3340,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,1999,1,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3341,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2000,2,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3342,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2001,3,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3343,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2002,4,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3344,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2003,5,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3345,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2004,6,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3346,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2005,7,All ages,1,1.8,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3347,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2006,8,All ages,1,2.0,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3348,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2007,9,All ages,1,2.2,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3349,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2008,10,All ages,1,2.4,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3350,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2009,11,All ages,1,1.8,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3351,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2010,12,All ages,1,2.9,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3352,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2011,13,All ages,1,2.0,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3353,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2012,14,All ages,1,2.2,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3354,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2013,15,All ages,1,2.1,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3355,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2014,16,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3356,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2015,17,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3357,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2016,18,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3358,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2017,19,All ages,1,1.6,,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3359,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: American Indian or Alaska Native,5.9,2018,20,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,American Indian or Alaska Native,,0,0,1,0,0
3360,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,1999,1,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3361,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2000,2,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3362,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2001,3,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3363,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2002,4,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3364,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2003,5,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3365,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2004,6,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3366,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2005,7,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3367,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2006,8,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3368,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2007,9,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3369,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2008,10,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3370,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2009,11,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3371,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2010,12,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3372,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2011,13,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3373,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2012,14,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3374,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2013,15,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3375,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2014,16,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3376,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2015,17,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3377,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2016,18,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3378,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2017,19,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3379,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race and Hispanic origin,5,Female: Not Hispanic or Latino: Asian or Pacific Islander,5.91,2018,20,All ages,1,,*,1,0,0,0,Female,Hispanic or Latino,Asian or Pacific Islander,,0,0,1,0,0
3380,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,1999,1,All ages,1,0.3,,1,0,0,0,,,,All persons,0,0,1,0,0
3381,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2000,2,All ages,1,0.4,,1,0,0,0,,,,All persons,0,0,1,0,0
3382,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2001,3,All ages,1,0.5,,1,0,0,0,,,,All persons,0,0,1,0,0
3383,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2002,4,All ages,1,0.8,,1,0,0,0,,,,All persons,0,0,1,0,0
3384,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2003,5,All ages,1,1.0,,1,0,0,0,,,,All persons,0,0,1,0,0
3385,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2004,6,All ages,1,1.3,,1,0,0,0,,,,All persons,0,0,1,0,0
3386,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2005,7,All ages,1,1.5,,1,0,0,0,,,,All persons,0,0,1,0,0
3387,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2006,8,All ages,1,1.8,,1,0,0,0,,,,All persons,0,0,1,0,0
3388,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2007,9,All ages,1,1.8,,1,0,0,0,,,,All persons,0,0,1,0,0
3389,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2008,10,All ages,1,1.6,,1,0,0,0,,,,All persons,0,0,1,0,0
3390,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2009,11,All ages,1,1.5,,1,0,0,0,,,,All persons,0,0,1,0,0
3391,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2010,12,All ages,1,1.5,,1,0,0,0,,,,All persons,0,0,1,0,0
3392,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2011,13,All ages,1,1.4,,1,0,0,0,,,,All persons,0,0,1,0,0
3393,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2012,14,All ages,1,1.3,,1,0,0,0,,,,All persons,0,0,1,0,0
3394,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2013,15,All ages,1,1.1,,1,0,0,0,,,,All persons,0,0,1,0,0
3395,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2016,18,All ages,1,1.0,,1,0,0,0,,,,All persons,0,0,1,0,0
3396,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Total,0,All persons,0.1,2017,19,All ages,1,1.0,,1,0,0,0,,,,All persons,0,0,1,0,0
3397,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,1999,1,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3398,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2000,2,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3399,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2001,3,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3400,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2002,4,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3401,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2003,5,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3402,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2004,6,Under 15 years,2,0.0,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3403,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2005,7,Under 15 years,2,0.0,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3404,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2006,8,Under 15 years,2,0.0,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3405,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2007,9,Under 15 years,2,0.0,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3406,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2008,10,Under 15 years,2,0.1,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3407,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2009,11,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3408,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2010,12,Under 15 years,2,0.0,,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3409,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2011,13,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3410,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2012,14,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3411,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2013,15,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3412,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2014,16,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3413,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2015,17,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3414,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2016,18,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3415,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,Under 15 years,1.1,2017,19,Under 15 years,2,,*,0,1,0,0,,,,Under 15 years,0,0,1,0,0
3416,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,15-24 years,1.2,1999,1,15-24 years,2,0.1,,0,1,0,0,,,,15-24 years,0,0,1,0,0
3417,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,15-24 years,1.2,2000,2,15-24 years,2,0.2,,0,1,0,0,,,,15-24 years,0,0,1,0,0
3418,Drug overdose death rates,Drug overdose deaths involving methadone,3,"Deaths per 100,000 resident population, crude",2,Age,1,15-24 years,1.2,2001,3,15-24 years,2,0.4,,0,1,0,0,,,,15-24 years,0,0,1,0,0
